pairId,who,ent
1,A,1.15795803978
1,A,2.76204834247
1,A,2.10804538594
1,A,2.92911485931
1,A,2.52927232403
1,A,2.10804538594
1,A,2.87734251742
1,A,1.15795803978
1,A,2.65246241859
1,A,2.98153688685
1,A,2.20113789293
1,A,3.37932836096
1,A,1.15795803978
1,A,2.34236993425
1,A,3.27783467007
1,A,2.51948751069
1,A,2.55728826014
1,A,3.12988876888
1,A,2.65246241859
1,A,1.15795803978
1,A,3.10140473573
1,A,2.57943970356
1,A,2.93452011882
1,A,3.0319368079
1,A,1.15795803978
1,A,1.15795803978
1,A,2.65204093519
1,A,1.44642675127
1,A,2.83581132707
1,A,2.34385853278
1,A,2.10804538594
1,A,3.07883965442
1,A,2.77473943583
1,A,2.57943970356
1,A,2.43594582591
1,A,2.84712116151
1,A,3.56803835148
1,A,3.36312645413
1,A,2.28623522056
1,A,1.44642675127
1,A,3.10263453632
1,A,2.87521572007
1,A,2.79925559178
1,A,2.79444541175
1,A,1.44642675127
1,A,2.63000414241
1,A,2.55982172788
1,A,2.92632256575
1,A,2.58045876179
1,A,2.65246241859
1,A,1.15795803978
1,A,3.37858733642
1,A,1.44642675127
1,A,1.15795803978
1,A,2.15274857026
1,A,2.48039972183
1,A,2.65246241859
1,A,2.34385853278
1,A,3.00148504393
1,A,3.2048875498
1,A,3.30868621251
1,A,2.32431273027
1,A,2.23306233467
1,A,2.96432478532
1,A,2.65246241859
1,A,2.6544641177
1,A,3.10897321662
1,A,2.86263119712
1,A,2.18444577965
1,A,2.81198093307
1,A,2.18444577965
1,A,2.90736090225
1,A,2.65246241859
1,A,1.48545801221
1,A,2.71203693194
1,A,2.75221501265
1,A,2.77905539799
1,A,2.47733507126
1,A,1.15795803978
1,A,2.2627209668
1,A,2.18444577965
1,A,1.97844727725
1,A,2.95847598346
1,A,2.8279709883
1,A,2.77534591727
1,A,2.86548543164
1,A,3.03193739897
1,A,1.44642675127
1,A,2.61886630313
1,A,2.97640942727
1,A,3.19795989074
1,A,2.67825711811
1,A,3.52509626758
1,A,2.65246241859
1,A,2.3094570563
1,A,3.02724874414
1,A,3.09002077963
1,A,2.87236009932
1,A,3.41435867947
1,A,3.12481487716
1,A,2.72471067055
1,A,2.45324319861
1,A,2.86705803332
1,A,3.08408499461
1,A,2.18444577965
1,A,3.55014701677
1,A,2.65175833977
1,A,2.73957693129
1,A,2.99040265176
1,A,2.35387250763
1,A,2.50667688252
1,A,3.25046759358
1,A,1.44642675127
1,A,2.36712870145
1,A,1.15795803978
1,A,1.44642675127
1,A,3.2705977861
1,A,2.5232431728
1,A,1.15795803978
1,A,2.18444577965
1,A,2.76161449982
1,A,2.6383698666
1,A,2.79085699133
1,A,3.7645740786
1,A,2.44008725308
1,A,2.95617998325
1,A,2.87467139681
1,A,2.54739142045
1,A,2.08316528713
1,A,2.13107460244
1,A,2.29321991159
1,A,2.64093600728
1,A,2.10804538594
1,A,2.10804538594
1,A,2.59365890155
1,A,2.33511549801
1,A,3.07848757243
1,A,2.18444577965
1,A,2.87521572007
1,A,2.62615690862
1,A,3.10140473573
1,A,1.15795803978
1,A,3.0319368079
1,A,2.20921899808
1,A,2.7470239843
1,A,3.23061083478
1,A,2.57943970356
1,A,2.65246241859
1,A,2.63947840327
1,A,2.10804538594
1,A,3.0194204717
1,A,2.10084289526
1,A,2.61087898752
1,A,3.23010968347
1,A,3.47474359781
1,A,2.54739142045
1,A,2.31401092755
1,A,3.0319368079
1,A,2.32431273027
1,A,2.72471092037
1,A,1.44642675127
1,A,2.902620091
1,A,3.23173517265
1,A,2.94620364359
1,A,3.08734534557
1,A,3.10059516736
1,A,2.10804538594
1,A,1.44642675127
1,A,2.3083933203
1,A,2.77447784909
1,A,2.63145370911
1,A,3.10030709143
1,A,2.01629401243
1,A,2.57943970356
1,A,2.10804538594
1,A,1.15795803978
1,A,3.25046759358
1,A,1.15795803978
1,A,2.82895098523
1,A,1.44642675127
1,A,2.19017164196
1,A,2.95745049493
1,A,2.82005317815
1,A,2.21359423214
1,A,3.26781573461
1,A,2.18444577965
1,A,3.16201721813
1,A,2.10804538594
1,A,2.37642713194
1,A,2.18444577965
1,A,3.05409527063
1,B,1.15795803978
1,B,2.70306248954
1,B,2.10804538594
1,B,1.15795803978
1,B,2.04021150855
1,B,2.56673691707
1,B,2.64300248297
1,B,2.67411055641
1,B,3.46340479946
1,B,2.33126973837
1,B,3.1429600279
1,B,2.53090075268
1,B,2.39003098121
1,B,2.45219569974
1,B,3.09764573916
1,B,2.48565173113
1,B,1.44642675127
1,B,1.15795803978
1,B,2.57497083326
1,B,2.81488549596
1,B,2.89124247733
1,B,2.64230653498
1,B,2.10804538594
1,B,2.8279709883
1,B,2.96114254846
1,B,3.05086893209
1,B,2.81488578013
1,B,1.15795803978
1,B,2.12921800187
1,B,2.50822804823
1,B,3.09764573916
1,B,1.15795803978
1,B,2.50822804823
1,B,2.71721435947
1,B,2.66409731792
1,B,2.65182107257
1,B,2.45197419352
1,B,2.93526608146
1,B,2.34385853278
1,B,1.15795803978
1,B,1.15795803978
1,B,2.82051626411
1,B,2.65429668941
1,B,2.48242922944
1,B,2.32431273027
1,B,2.36818544174
1,B,1.15795803978
1,B,2.65246241859
1,B,2.49259739437
1,B,1.44642675127
1,B,2.88168254324
1,B,2.18106934919
1,B,2.10804538594
1,B,2.71075327956
1,B,3.25320982868
1,B,2.08183299654
1,B,2.99270272009
1,B,2.94053785434
1,B,3.07417792368
1,B,2.7192881853
1,B,1.55462803273
1,B,2.34385853278
1,B,1.15795803978
1,B,2.64968572974
1,B,1.802139672
1,B,2.11718139446
1,B,2.58313987271
1,B,3.03518384761
1,B,1.44642675127
1,B,1.15795803978
1,B,2.38117310618
1,B,1.44642675127
1,B,2.16933723271
1,B,2.32431273027
1,B,2.7192881853
1,B,2.67455872414
1,B,1.15795803978
1,B,3.02782543183
1,B,3.59281384642
1,B,2.10804538594
1,B,3.0319368079
1,B,2.22225969554
1,B,1.44642675127
1,B,2.88635593047
1,B,2.32431273027
1,B,2.7192881853
1,B,3.09764573916
1,B,2.22762465099
1,B,1.15795803978
1,B,1.44642675127
1,B,2.88338199717
1,B,2.76798083894
1,B,2.66820499275
1,B,2.73369140989
1,B,2.95647544222
1,B,1.44642675127
1,B,1.15795803978
1,B,2.88770241042
1,B,2.95526239897
1,B,3.10939536741
1,B,2.32431273027
1,B,2.91793092329
1,B,2.32431273027
1,B,2.10804538594
1,B,2.30575269634
1,B,2.32431273027
1,B,3.25046759358
1,B,2.10804538594
1,B,2.78020880796
1,B,2.04021150855
1,B,3.85456932893
1,B,3.20581452689
1,B,3.03269704603
1,B,2.10804538594
1,B,2.10804538594
1,B,2.19920165355
1,B,1.15795803978
1,B,2.74865633707
1,B,3.09421365709
1,B,2.95100433092
1,B,2.21359423214
1,B,2.99571358467
1,B,2.48258456736
1,B,2.25056037115
1,B,2.35774053343
1,B,2.10804538594
1,B,2.78712175907
1,B,2.92430169041
1,B,3.16746556962
1,B,3.22499319422
1,B,1.15795803978
1,B,3.27783467007
1,B,2.81151716062
1,B,2.6148217089
1,B,2.32946802164
1,B,2.04855714685
1,B,2.12561715605
1,B,1.33064753765
1,B,1.55462803273
1,B,2.32431273027
1,B,2.35301651789
1,B,3.02217440146
1,B,2.87742970005
1,B,2.44643472862
1,B,2.10804538594
1,B,2.81575957256
1,B,2.10804538594
1,B,2.57210870787
1,B,2.73219112859
1,B,2.47479978706
1,B,3.41692096686
1,B,2.94509224182
1,B,2.22225969554
1,B,1.15795803978
1,B,3.42007861178
1,B,1.15795803978
1,B,2.55923780677
1,B,3.0319368079
1,B,3.60379790198
1,B,2.8279709883
1,B,2.58363630347
1,B,2.34385853278
1,B,2.65851122174
1,B,2.87049645638
1,B,2.32431273027
1,B,2.53819637108
1,B,2.21359423214
1,B,2.82294818395
1,B,2.97618564227
1,B,2.63087330323
1,B,2.92471362961
1,B,1.15795803978
1,B,2.49084642118
1,B,2.11834053661
1,B,2.01676879176
1,B,1.15795803978
1,B,2.65949547681
1,B,2.77905539799
1,B,3.0319368079
1,B,3.10804869297
1,B,1.15795803978
1,B,2.32431273027
1,B,3.00004463588
1,B,3.2733730906
1,B,1.44642675127
1,B,2.65246241859
1,B,2.78021105042
1,B,2.10804538594
1,B,1.44642675127
1,B,2.94787870165
1,B,2.50855630758
1,B,1.15795803978
1,B,1.15795803978
1,B,2.10804538594
1,B,2.87089840149
1,B,3.82135863139
1,B,2.8337625309
1,B,3.29389377725
1,B,1.15795803978
1,B,2.10804538594
1,B,1.15795803978
1,B,3.21496986842
1,B,2.10804538594
1,B,1.15795803978
1,B,2.5001535606
1,B,2.15790606104
1,B,2.32431273027
1,B,3.08734534557
1,B,2.56091342564
1,B,1.44642675127
1,B,3.45218144774
1,B,2.76501256257
1,B,1.98623476764
1,B,3.37858724774
1,B,2.32431273027
1,B,3.25320982868
1,B,3.08734534557
1,B,2.58248959398
1,B,1.15795803978
1,B,2.91493769366
1,B,1.15795803978
1,B,1.15795803978
1,B,2.10804538594
1,B,2.879559491
1,B,2.34421844262
1,B,1.15795803978
1,B,3.07417792368
1,B,2.87118848183
1,B,2.41206470692
1,B,2.06345973676
1,B,2.10804538594
1,B,1.15795803978
1,B,2.79444541175
1,B,3.09764573916
1,B,1.15795803978
1,B,3.07072772464
1,B,2.77157384581
1,B,3.168092025
1,B,2.70649092743
1,B,2.88770292536
1,B,3.00720435237
1,B,2.43456378772
1,B,2.34385853278
1,B,2.70279598784
1,B,2.82961895704
1,B,3.43537981353
1,B,1.15795803978
1,B,3.22544056735
1,B,3.0319368079
1,B,3.0171298251
1,B,1.90921352002
1,B,1.44642675127
1,B,2.56786416302
1,B,1.88954242405
1,B,3.26940604706
1,B,3.56094729396
1,B,2.5758654359
1,B,1.44642675127
1,B,2.87118848183
1,B,1.44642675127
1,B,2.91693794178
1,B,2.10804538594
1,B,2.27064923658
1,B,2.10804538594
1,B,2.62202140744
1,B,3.27783467007
1,B,3.12340956242
1,B,2.62401045344
1,B,2.04021150855
1,B,2.89246978978
1,B,2.08183299654
1,B,3.02271353865
1,B,3.0319368079
1,B,1.15795803978
1,B,3.09342074458
1,B,2.98739931071
1,B,2.65246241859
1,B,3.02112865639
1,B,3.38557066736
1,B,3.09764573916
1,B,3.09648450139
1,B,3.10967097254
1,B,2.57943970356
1,B,2.10804538594
1,B,2.85394012497
1,B,2.95125045724
1,B,2.10804538594
1,B,4.10978640283
1,B,2.92307763649
2,A,2.72475993187
2,A,2.37527397824
2,A,3.1088716479
2,A,2.67627816823
2,A,2.10631774812
2,A,2.32431273027
2,A,2.91219019477
2,A,2.18420298139
2,A,2.10804538594
2,A,2.53109458708
2,A,2.52633986907
2,A,2.51256650608
2,A,2.37298576206
2,A,2.08183299654
2,A,2.84069318504
2,A,3.19572615579
2,A,2.97391240716
2,A,2.10804538594
2,A,2.6059106067
2,A,2.68670994875
2,A,2.18007840817
2,A,2.35125645855
2,A,2.45103684262
2,A,2.91821770377
2,A,2.53435034979
2,A,2.8279709883
2,A,2.69047783081
2,A,2.8279709883
2,A,2.94555534107
2,A,2.30779577303
2,A,2.7851725013
2,A,2.00856430756
2,A,2.27755616163
2,A,2.57387597828
2,A,2.78486788559
2,A,1.90371155074
2,A,2.10804538594
2,A,2.8279709883
2,A,2.28778400115
2,A,1.94452645959
2,A,2.75252048907
2,A,2.54276644626
2,A,2.98120704551
2,A,2.27755616163
2,A,2.26541127299
2,A,2.16009841713
2,A,2.8279709883
2,A,1.44642675127
2,A,2.8279709883
2,A,2.50449604156
2,A,1.92694657328
2,A,2.37308238521
2,A,2.8279709883
2,A,2.53109458708
2,A,1.95661742111
2,A,2.37801681712
2,A,2.10804538594
2,A,2.70792621454
2,A,2.66707022509
2,A,2.32431273027
2,A,2.76494785155
2,A,2.08183299654
2,A,2.60532004253
2,A,2.48397119918
2,A,2.43513833858
2,A,3.36034694425
2,A,2.6932344079
2,A,2.34311051058
2,A,1.94452645959
2,A,2.55953225902
2,A,2.8413634427
2,A,2.32431273027
2,A,2.24476711478
2,A,2.19915159299
2,A,2.99454735811
2,A,2.30277576065
2,A,2.66610715272
2,A,2.54701791447
2,A,2.36548529988
2,A,2.16281412071
2,A,2.54054338969
2,A,2.89423748057
2,A,2.44371442642
2,A,2.05179075971
2,A,2.10804538594
2,A,1.44642675127
2,A,2.25221843017
2,A,2.28402570732
2,A,2.10804538594
2,A,2.09753727755
2,A,2.71584044654
2,A,3.13662923337
2,A,2.65246241859
2,A,2.12013865317
2,A,2.28997768505
2,A,2.43513833858
2,A,2.8279709883
2,A,2.27998847577
2,A,1.15795803978
2,A,2.32922033153
2,A,2.53109458708
2,A,2.80628619701
2,A,2.87948896802
2,A,2.10804538594
2,A,2.13689408713
2,A,3.41037050955
2,A,1.44642675127
2,A,2.53109458708
2,A,3.12109067533
2,A,2.66315430832
2,A,2.73481959973
2,A,2.68754194249
2,A,1.8739013498
2,A,2.68578914843
2,A,2.14413433541
2,A,2.18007840817
2,A,3.21496986842
2,A,2.22964938263
2,A,2.690120095
2,A,2.97582945928
2,A,2.13707560922
2,A,2.68373666832
2,A,3.36034694425
2,A,2.1933158416
2,A,2.18007840817
2,A,2.47398235038
2,A,1.44642675127
2,A,2.68373666832
2,A,2.55030839005
2,A,2.59432728912
2,A,2.81482037575
2,A,1.15795803978
2,A,2.46876304247
2,A,2.34794883082
2,A,2.27616791628
2,A,2.12232979441
2,A,2.62952755893
2,A,2.10804538594
2,A,2.27217374127
2,A,2.65246241859
2,A,1.15795803978
2,A,2.56783189823
2,A,3.23061083478
2,A,2.10804538594
2,A,2.22132503543
2,A,2.50817380091
2,A,2.65872336209
2,A,2.84386305573
2,A,2.10804538594
2,A,2.76224058449
2,A,2.43083899676
2,A,2.9004784781
2,A,2.39221526339
2,A,3.03441120454
2,A,1.59881951686
2,A,2.10804538594
2,A,2.23973666652
2,A,3.0319368079
2,A,2.91394042213
2,A,2.27149187506
2,A,3.20659989661
2,A,3.0319368079
2,A,2.54578858632
2,A,2.35082139107
2,A,2.23419615081
2,A,2.64148231072
2,A,2.92224124909
2,A,2.10804538594
2,A,2.27844600816
2,A,2.12153305563
2,A,2.10804538594
2,A,2.08388187175
2,A,1.8739013498
2,A,2.88247600234
2,A,3.019260547
2,A,2.61304115924
2,A,1.15795803978
2,A,2.46983194484
2,A,2.45876755374
2,A,3.15104674218
2,A,3.08589253063
2,A,2.49892105307
2,A,2.65246241859
2,A,2.53109458708
2,A,2.78559500018
2,A,2.8279709883
2,B,2.20631407556
2,B,3.07330889468
2,B,2.65246241859
2,B,2.44372792847
2,B,1.44642675127
2,B,2.80048000035
2,B,2.65483214485
2,B,2.32193153285
2,B,2.53316275587
2,B,2.65182252037
2,B,2.25221843017
2,B,2.41239450505
2,B,2.81488578013
2,B,2.81437775438
2,B,2.51566884918
2,B,1.44642675127
2,B,2.35885392471
2,B,2.53109458708
2,B,2.43513833858
2,B,3.3754794194
2,B,2.19360023606
2,B,2.97995052044
2,B,2.69639572112
2,B,2.42704663544
2,B,2.63503660601
2,B,3.45684938201
2,B,2.40123994248
2,B,2.45888537906
2,B,2.70931432726
2,B,2.81488578013
2,B,2.29681600762
2,B,2.29249801768
2,B,2.5590846712
2,B,2.45892753406
2,B,2.83199588979
2,B,3.0319368079
2,B,2.39361308822
2,B,1.15795803978
2,B,1.44642675127
2,B,2.53544996696
2,B,2.29343610099
2,B,1.83763290685
2,B,2.56639483396
2,B,2.58582441476
2,B,1.15795803978
2,B,2.65246241859
2,B,3.21130132663
2,B,2.53732066529
2,B,2.25221843017
2,B,1.44642675127
2,B,2.47056528931
2,B,1.15795803978
2,B,2.23865300858
2,B,2.47339759363
2,B,2.90877725276
2,B,2.39970656386
2,B,2.41867653025
2,B,2.58582441476
2,B,2.38513829982
2,B,1.15795803978
2,B,3.0319368079
2,B,2.9127275734
2,B,2.45875197647
2,B,1.15795803978
2,B,2.28068235157
2,B,1.15795803978
2,B,2.62484555974
2,B,2.88400357281
2,B,2.35415063168
2,B,2.87305761447
2,B,1.44642675127
2,B,2.31176640332
2,B,2.76021078816
2,B,2.32388727384
2,B,2.67422029154
2,B,2.43513833858
2,B,2.2237075749
2,B,2.84581726694
2,B,2.21359423214
2,B,2.43513833858
2,B,2.14664698324
2,B,2.28501951801
2,B,2.41506881449
2,B,1.44642675127
2,B,2.41502039576
2,B,2.38016178634
2,B,2.15790606104
2,B,2.32431273027
2,B,3.08709350438
2,B,2.43513833858
2,B,2.65246241859
2,B,2.27755616163
2,B,2.63954092903
2,B,3.09764573916
2,B,2.46970307657
2,B,2.39130217407
2,B,2.39375049047
2,B,2.43513833858
2,B,2.22155260265
2,B,2.63918662911
2,B,3.06374156628
2,B,3.08230363552
2,B,2.44901755042
2,B,2.32431273027
2,B,2.86272432853
2,B,2.91981204153
2,B,3.32900621521
2,B,2.38377461742
2,B,2.32431273027
2,B,2.61646583399
2,B,2.67387196223
2,B,3.01313060954
2,B,1.44642675127
2,B,2.90314465472
2,B,2.89990078454
2,B,2.41385841041
2,B,2.7367137922
2,B,2.23157199832
2,B,1.44642675127
2,B,2.4098375527
2,B,2.35329075452
2,B,2.66607733143
2,B,2.25812596509
2,B,2.49580039981
2,B,2.78489520318
2,B,2.63993438851
2,B,2.88647354677
2,B,2.92068382179
2,B,2.92999191457
2,B,2.82000014234
2,B,1.15795803978
2,B,2.40808166966
2,B,1.99944232756
2,B,2.58694153988
2,B,2.23858235184
2,B,2.58844521759
2,B,1.96062322542
2,B,2.70597718807
2,B,2.53109458708
2,B,2.1523121909
2,B,2.72331654942
2,B,2.22610829941
2,B,3.07810650699
2,B,2.0097787277
2,B,1.98063107668
2,B,1.15795803978
2,B,2.10804538594
2,B,2.58921109831
2,B,2.60567838764
2,B,2.10804538594
2,B,2.35761763261
2,B,2.06160177519
2,B,1.93458489937
2,B,2.34385853278
2,B,1.15795803978
2,B,2.08933159485
2,B,2.73023242001
2,B,2.7786405632
2,B,1.44642675127
2,B,2.85878329263
2,B,1.44642675127
2,B,2.10804538594
2,B,3.03449788338
2,B,1.98688328259
2,B,2.47932595465
2,B,2.47871032414
2,B,2.48059049977
2,B,3.09764573916
2,B,2.37210398864
2,B,2.5211605983
2,B,2.66673304148
2,B,2.23590019808
2,B,2.07907097853
2,B,2.24021861994
2,B,2.25990736172
2,B,1.44642675127
2,B,2.68640418717
2,B,1.84600378419
2,B,1.15795803978
2,B,2.29469437062
2,B,2.64924361908
2,B,3.19229549043
2,B,2.75235891712
2,B,2.72471092037
2,B,3.50699077612
2,B,1.94647483605
2,B,2.72664016906
2,B,1.15795803978
2,B,2.20676993558
3,A,2.08920274868
3,A,2.92575115916
3,A,1.55159975476
3,A,2.62532058521
3,A,2.24290314379
3,A,1.9059544009
3,A,2.08032116118
3,A,2.92524033975
3,A,2.51559935057
3,A,1.6745501018
3,A,1.24147177439
3,A,2.0034751069
3,A,1.15795803978
3,A,1.99968948934
3,A,1.15795803978
3,A,1.90536867339
3,A,2.44559836024
3,A,2.15169399855
3,A,2.92524033975
3,A,2.45841171805
3,A,2.24399454941
3,A,2.01737454955
3,A,2.33430050987
3,A,1.13457668151
3,A,1.15795803978
3,A,2.27732719492
3,A,2.56707786903
3,A,1.91380201286
3,A,1.44642675127
3,A,2.48237781606
3,A,2.60267217491
3,A,2.88775970185
3,A,1.44642675127
3,A,2.62752777684
3,A,1.16515052832
3,A,1.33064753765
3,A,2.4686734092
3,A,2.0011750649
3,A,2.10804538594
3,A,2.35308042004
3,A,2.54351444787
3,A,2.33430050987
3,A,1.15795803978
3,A,2.92524033975
3,A,2.92524033975
3,A,2.33430050987
3,A,2.18594598187
3,A,2.92593843177
3,A,2.65246241859
3,A,2.10389333016
3,A,1.86754676854
3,A,2.92524033975
3,A,2.06840440645
3,A,2.08920274868
3,A,1.15795803978
3,A,1.15795803978
3,A,1.15795803978
3,A,1.62574977276
3,A,1.75750978761
3,A,1.95104589325
3,A,1.49933932961
3,A,2.87745722222
3,A,2.41627377073
3,A,1.92548876781
3,A,1.44642675127
3,A,3.26578083981
3,A,1.99968948934
3,A,1.91009989475
3,A,2.31033515505
3,A,2.46638742029
3,A,1.15795803978
3,A,1.15795803978
3,A,2.33430050987
3,A,2.32409871881
3,A,2.3606809514
3,A,2.60105104845
3,A,3.21130103332
3,A,2.92524033975
3,A,2.45836088693
3,A,2.92593843177
3,A,1.99968948934
3,A,2.92524033975
3,A,1.88908163674
3,A,2.77341464914
3,A,2.95341133136
3,A,2.46435943875
3,A,2.2125273901
3,A,2.24190015641
3,A,2.03766621278
3,A,2.59250007947
3,A,2.56439776721
3,A,2.65411338425
3,A,2.08920274868
3,A,2.60485237857
3,A,3.07794035023
3,A,1.15795803978
3,A,2.37623008059
3,A,1.97923516248
3,A,2.92524033975
3,A,1.74382132823
3,A,2.53950685744
3,A,2.92593843177
3,A,1.15795803978
3,A,2.92524033975
3,A,3.11774982133
3,A,2.08920274868
3,A,1.15795803978
3,A,1.15795803978
3,A,1.87133577537
3,A,1.62157548233
3,A,2.92524033975
3,A,2.05831998259
3,A,2.08920274868
3,A,1.15795803978
3,A,2.70401036212
3,A,2.92593843177
3,A,2.17887525119
3,A,2.03692637246
3,A,2.54066649001
3,A,2.17013278694
3,A,1.98024734999
3,A,3.26449734185
3,A,2.20878717418
3,A,2.38242968836
3,A,1.84518143512
3,A,2.92524033975
3,A,3.17955438578
3,A,1.15795803978
3,A,2.08920274868
3,A,2.4609191214
3,A,2.08920274868
3,A,3.16792398055
3,A,2.27126479769
3,A,1.95091165255
3,A,1.15795803978
3,A,1.15795803978
3,A,2.04533276964
3,A,2.09645098334
3,A,2.92593843177
3,A,2.5831840667
3,A,2.44675953008
3,A,1.15795803978
3,A,1.15795803978
3,A,1.44642675127
3,A,1.15795803978
3,A,2.30595320442
3,A,2.56491730468
3,A,2.12772806212
3,A,2.72557453081
3,A,1.7161266867
3,A,1.15795803978
3,A,2.92524033975
3,A,2.33430050987
3,A,1.79294414201
3,A,1.15795803978
3,A,2.15877026346
3,A,2.00584813455
3,A,2.33430050987
3,A,1.96329947407
3,A,2.92524033975
3,A,1.44642675127
3,A,1.71311617222
3,A,1.71311617222
3,A,2.08920274868
3,A,1.91380201286
3,A,2.92524033975
3,A,1.52949159711
3,A,2.10804538594
3,A,2.19966382312
3,A,2.33731664725
3,A,2.52108602421
3,A,2.88170791769
3,A,1.13457668151
3,A,1.15795803978
3,A,2.3456002395
3,A,2.92524033975
3,A,2.92524033975
3,A,2.04021202202
3,A,2.26457771494
3,A,2.31805278929
3,A,2.95061336285
3,A,2.01941319042
3,A,2.92524033975
3,A,2.2549606755
3,A,2.08920274868
3,A,1.8449644893
3,A,1.67367123301
3,A,2.1464237273
3,A,2.42017732466
3,A,2.65267036771
3,A,2.39086010456
3,A,2.0075075842
3,A,2.39183246206
3,A,3.02475496581
3,A,2.08920274868
3,A,2.92524033975
3,A,1.15795803978
3,A,2.00700825313
3,A,2.92431516401
3,A,1.15795803978
3,A,2.4973685683
3,A,2.49665148633
3,A,1.99615836371
3,A,2.92524033975
3,A,3.15817649668
3,A,2.33430050987
3,A,1.99968948934
3,A,2.25549970836
3,A,2.06145315787
3,A,2.64773366125
3,A,2.29225935094
3,A,2.2598907517
3,A,1.15795803978
3,A,2.51180840022
3,A,2.92524033975
3,A,2.58679464336
3,A,2.92524033975
3,A,1.96357524928
3,A,2.33323741076
3,A,2.07713057855
3,A,2.59012799447
3,A,2.15688233252
3,A,2.01252742356
3,A,2.04021202202
3,A,2.08920274868
3,A,3.65559613529
3,A,2.92524033975
3,A,2.08920274868
3,A,1.15795803978
3,A,2.14135172385
3,A,2.31551372011
3,A,1.15795803978
3,A,2.75788775604
3,A,3.111538044
3,A,1.15795803978
3,A,2.96039763697
3,A,2.9224971888
3,A,2.92524033975
3,A,2.23295274333
3,A,2.92593843177
3,A,2.29625641173
3,A,2.15863019704
3,A,1.62157548233
3,A,2.92524033975
3,A,2.92593843177
3,A,2.33430050987
3,A,2.37081035561
3,A,2.08920274868
3,A,2.43073351488
3,A,2.33430050987
3,A,2.92593843177
3,A,2.02228106493
3,A,2.72098609691
3,A,2.92524033975
3,A,2.56328607586
3,A,2.39521280246
3,A,2.51337754907
3,A,1.99968948934
3,A,2.19237869717
3,A,2.33430050987
3,A,2.44151635479
3,A,2.33705524947
3,A,2.33430050987
3,A,2.05673856801
3,A,2.70401036212
3,A,2.91024131394
3,A,2.92593843177
3,A,3.18489166151
3,A,3.5842690936
3,A,2.33430050987
3,A,2.05541977028
3,A,2.07423004658
3,A,2.33153250945
3,A,1.15795803978
3,A,2.15463098481
3,A,2.03125087175
3,A,2.38989463818
3,A,2.70202374399
3,A,2.38357235156
3,A,1.99968948934
3,A,2.24698152068
3,A,2.33430050987
3,A,1.99968948934
3,A,1.91720930965
3,A,2.11018281868
3,A,2.85437899544
3,A,2.36443916968
3,A,1.15795803978
3,A,2.88770241042
3,A,2.48728733438
3,A,1.15795803978
3,A,2.92524033975
3,A,2.23295274333
3,A,2.92593843177
3,A,2.14962663458
3,A,2.24339695972
3,A,2.92524033975
3,A,2.92593843177
3,A,1.96712829228
3,A,2.45584363783
3,A,2.07200657904
3,A,2.98906730417
3,A,2.08920274868
3,A,2.55792491207
3,A,2.92524033975
3,A,3.05943684881
3,A,2.29806420314
3,A,1.15795803978
3,A,2.51033277779
